-179.000000	179.000000	3.350922026509446e-43
-179.000000	177.000000	4.498144456556727e-42
-179.000000	175.000000	3.8522334260549215e-41
-179.000000	173.000000	9.090162860974708e-41
-179.000000	171.000000	1.1773152261731147e-40
-179.000000	169.000000	5.20216787883618e-41
-179.000000	167.000000	5.025168877853276e-41
-179.000000	165.000000	1.5254254007906647e-40
-179.000000	163.000000	8.24411176473936e-40
-179.000000	161.000000	3.002044977428476e-39
-179.000000	159.000000	8.727115488364756e-39
-179.000000	157.000000	5.681127439499297e-39
-179.000000	155.000000	1.3837150601182308e-38
-179.000000	153.000000	1.399713139983025e-38
-179.000000	151.000000	6.340948012004428e-39
-179.000000	149.000000	1.4519590647069882e-39
-179.000000	147.000000	1.1663036802218053e-39
-179.000000	145.000000	8.975219153994266e-40
-179.000000	143.000000	3.286912238610057e-40
-179.000000	141.000000	2.415585047636005e-41
-179.000000	139.000000	2.0487402572517608e-41
-179.000000	137.000000	7.478373588144733e-41
-179.000000	135.000000	3.06359973788575e-39
-179.000000	133.000000	1.6493011022787424e-38
-179.000000	131.000000	1.044766648735924e-37
-179.000000	129.000000	3.73022753640232e-37
-179.000000	127.000000	4.644114588932352e-37
-179.000000	125.000000	3.121186075037961e-37
-179.000000	123.000000	1.725497859741142e-37
-179.000000	121.000000	8.34539825773946e-36
-179.000000	119.000000	1.1025359413717502e-33
-179.000000	117.000000	9.223661517185262e-32
-179.000000	115.000000	1.895820103487542e-30
-179.000000	113.000000	2.5448457896440625e-29
-179.000000	111.000000	1.5801740226347816e-28
-179.000000	109.000000	7.294997757559801e-28
-179.000000	107.000000	3.038538593110299e-27
-179.000000	105.000000	8.164383942049738e-27
-179.000000	103.000000	2.7623573870444014e-26
-179.000000	101.000000	4.681129669149031e-26
-179.000000	99.000000	8.756783810608231e-26
-179.000000	97.000000	1.0036451443760232e-25
-179.000000	95.000000	1.3865429841863827e-25
-179.000000	93.000000	2.327609615155535e-25
-179.000000	91.000000	1.952948755844592e-25
-179.000000	89.000000	1.9198720150800994e-25
-179.000000	87.000000	1.5635650285442273e-25
-179.000000	85.000000	1.7380888666845705e-25
-179.000000	83.000000	1.4584648095619605e-25
-179.000000	81.000000	9.49516102411603e-26
-179.000000	79.000000	6.401388093142917e-26
-179.000000	77.000000	7.978870219521685e-26
-179.000000	75.000000	5.232590895916467e-26
-179.000000	73.000000	5.346082176136888e-26
-179.000000	71.000000	4.4635682356645846e-26
-179.000000	69.000000	3.600963410063058e-26
-179.000000	67.000000	3.292808190138349e-26
-179.000000	65.000000	2.1786364619287868e-26
-179.000000	63.000000	1.5206049374252543e-26
-179.000000	61.000000	1.2405209288745227e-26
-179.000000	59.000000	7.669804725424585e-27
-179.000000	57.000000	5.913784084081366e-27
-179.000000	55.000000	3.133088538995953e-27
-179.000000	53.000000	1.3970157466578087e-27
-179.000000	51.000000	7.9663433274304995e-28
-179.000000	49.000000	2.6787682685051978e-28
-179.000000	47.000000	8.581824158775029e-29
-179.000000	45.000000	2.2056210907563857e-29
-179.000000	43.000000	3.6944132537492886e-30
-179.000000	41.000000	4.365817198549662e-31
-179.000000	39.000000	2.809014766177296e-32
-179.000000	37.000000	7.774160855679529e-34
-179.000000	35.000000	7.0431703621616e-36
-179.000000	33.000000	2.8747612143692933e-38
-179.000000	31.000000	4.1170710385983427e-41
-179.000000	29.000000	1.4527319466430506e-44
-179.000000	27.000000	1.1191325822347839e-48
-179.000000	25.000000	3.2550311281756967e-53
-179.000000	23.000000	2.706384984324912e-58
-179.000000	21.000000	6.784905646151875e-64
-179.000000	19.000000	4.416929319221846e-69
-179.000000	17.000000	3.8741810320317475e-74
-179.000000	15.000000	3.756538725576043e-78
-179.000000	13.000000	2.7423355197084933e-81
-179.000000	11.000000	8.72196172308134e-83
-179.000000	9.000000	2.0186710573613394e-82
-179.000000	7.000000	5.123454384589734e-81
-179.000000	5.000000	6.232545213879239e-78
-179.000000	3.000000	5.8894537839259434e-74
-179.000000	1.000000	1.7554065434565571e-69
-179.000000	-1.000000	1.073341876959502e-64
-179.000000	-3.000000	2.1136742509063292e-60
-179.000000	-5.000000	2.034729582105283e-56
-179.000000	-7.000000	2.292105663761171e-53
-179.000000	-9.000000	4.567154973039091e-51
-179.000000	-11.000000	5.811846618641564e-50
-179.000000	-13.000000	4.818338765121496e-50
-179.000000	-15.000000	5.55092113108919e-51
-179.000000	-17.000000	6.547286284024327e-49
-179.000000	-19.000000	8.254323200529256e-46
-179.000000	-21.000000	3.999748586929445e-43
-179.000000	-23.000000	1.241819016803129e-41
-179.000000	-25.000000	1.489419238663965e-40
-179.000000	-27.000000	1.9691077567238212e-39
-179.000000	-29.000000	2.5826112475585813e-38
-179.000000	-31.000000	3.847025351719086e-37
-179.000000	-33.000000	6.193168733479996e-36
-179.000000	-35.000000	3.5508754066942424e-35
-179.000000	-37.000000	8.888709745593856e-35
-179.000000	-39.000000	1.6911878962653488e-34
-179.000000	-41.000000	2.5798615572328615e-34
-179.000000	-43.000000	8.979750726129169e-34
-179.000000	-45.000000	1.673618550408019e-33
-179.000000	-47.000000	3.703172087081355e-33
-179.000000	-49.000000	3.166487762857654e-33
-179.000000	-51.000000	1.5465196794562356e-33
-179.000000	-53.000000	1.6973306900715621e-34
-179.000000	-55.000000	2.2558948602256912e-35
-179.000000	-57.000000	1.4732562758817893e-36
-179.000000	-59.000000	1.3127179117197342e-37
-179.000000	-61.000000	2.2304639899339072e-38
-179.000000	-63.000000	3.5339626195097455e-38
-179.000000	-65.000000	3.360454085986417e-38
-179.000000	-67.000000	2.4127800224143983e-38
-179.000000	-69.000000	9.829397304099521e-39
-179.000000	-71.000000	1.293016791390318e-38
-179.000000	-73.000000	4.3038845541204664e-39
-179.000000	-75.000000	1.257680446463271e-39
-179.000000	-77.000000	1.3518573395952093e-40
-179.000000	-79.000000	3.001174269769709e-41
-179.000000	-81.000000	8.218925432925791e-42
-179.000000	-83.000000	2.2280690638013718e-42
-179.000000	-85.000000	1.2750238267754424e-43
-179.000000	-87.000000	1.0526563225830545e-44
-179.000000	-89.000000	8.199674755979877e-46
-179.000000	-91.000000	1.9784100949868017e-47
-179.000000	-93.000000	7.958174871619258e-50
-179.000000	-95.000000	3.214029931158487e-52
-179.000000	-97.000000	3.6092831415134365e-55
-179.000000	-99.000000	1.9108721028596453e-58
-179.000000	-101.000000	4.08565245351092e-60
-179.000000	-103.000000	3.8529597410228535e-62
-179.000000	-105.000000	3.395246232253208e-63
-179.000000	-107.000000	4.056576349813869e-64
-179.000000	-109.000000	5.369766748111805e-65
-179.000000	-111.000000	6.180055232188589e-66
-179.000000	-113.000000	4.3766492449879593e-67
-179.000000	-115.000000	1.4395175543535927e-67
-179.000000	-117.000000	4.7179395322985864e-67
-179.000000	-119.000000	2.4068041250119844e-66
-179.000000	-121.000000	2.18874305669407e-65
-179.000000	-123.000000	3.376732531904478e-64
-179.000000	-125.000000	6.587326139861899e-65
-179.000000	-127.000000	3.0869533474690405e-65
-179.000000	-129.000000	3.943853979402308e-65
-179.000000	-131.000000	1.5492056866439977e-64
-179.000000	-133.000000	6.043925459134038e-66
-179.000000	-135.000000	9.607571568509713e-66
-179.000000	-137.000000	8.210731667944735e-63
-179.000000	-139.000000	2.698980021640373e-60
-179.000000	-141.000000	3.9455389189502514e-58
-179.000000	-143.000000	6.712679921393735e-56
